"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"139","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-02",NA,"",NA,"",0.03,",,a,08,",NA,"",NA,"",0.04,",,,a",NA,"",NA,"",NA,""
"140","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-03",NA,"",NA,"",1.75,",,a,30,",NA,"",NA,"",3.51,",,,a",NA,"",NA,"",NA,""
"141","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-04",NA,"",NA,"",1.07,",,a,04,",NA,"",NA,"",2.77,",,,a",NA,"",NA,"",NA,""
"142","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-05",NA,"",NA,"",0.08,",,a,08,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"143","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-06",NA,"",NA,"",0.43,",,a,10,",NA,"",NA,"",0.65,",,,a",NA,"",NA,"",NA,""
"144","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-07",NA,"",NA,"",0.21,",,a,08,",NA,"",NA,"",0.64,",,,a",NA,"",NA,"",NA,""
"145","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-08",NA,"",NA,"",0.12,",,a,24,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"146","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-09",NA,"",NA,"",0.15,",,a,03,",NA,"",NA,"",0.16,",,,a",NA,"",NA,"",NA,""
"147","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-10",NA,"",NA,"",0.03,",,a,08,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"148","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-11",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"149","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1934-12",NA,"",NA,"",0.19,",,a,14,",NA,"",NA,"",0.52,",,,a",NA,"",NA,"",NA,""
"150","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-01",NA,"",NA,"",0.92,",,a,31,",NA,"",NA,"",1.08,",,,a",NA,"",NA,"",NA,""
"151","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-02",NA,"",NA,"",0.19,",,a,13,",NA,"",NA,"",0.46,",,,a",NA,"",NA,"",NA,""
"152","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-03",NA,"",NA,"",1.15,",,a,20,",NA,"",NA,"",1.91,",,,a",NA,"",NA,"",NA,""
"153","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-04",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"154","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-05",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"155","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-06",NA,"",NA,"",0.05,",,a,13,",NA,"",NA,"",0.07,",,,a",NA,"",NA,"",NA,""
"156","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-07",NA,"",NA,"",0.2,",,a,28,",NA,"",NA,"",0.37,",,,a",NA,"",NA,"",NA,""
"157","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-08",NA,"",NA,"",0.16,",,a,07,",NA,"",NA,"",0.29,",,,a",NA,"",NA,"",NA,""
"158","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-09",NA,"",NA,"",0.08,",,a,06,",NA,"",NA,"",0.14,",,,a",NA,"",NA,"",NA,""
"159","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-10",NA,"",NA,"",0.19,",,a,09,",NA,"",NA,"",0.37,",,,a",NA,"",NA,"",NA,""
"160","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-11",NA,"",NA,"",0.04,",,a,24,",NA,"",NA,"",0.04,",,,a",NA,"",NA,"",NA,""
"161","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1935-12",NA,"",NA,"",0.3,",,a,22,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"162","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-01",NA,"",NA,"",0.24,",,a,30,",NA,"",NA,"",0.51,",,,a",NA,"",NA,"",NA,""
"163","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-02",NA,"",NA,"",0.03,",,a,06,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"164","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-03",NA,"",NA,"",0.12,",,a,04,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"165","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-04",NA,"",NA,"",0.03,",,a,18,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"166","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-05",NA,"",NA,"",0.03,",,a,23,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"167","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-06",NA,"",NA,"",0.11,",,a,03,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"168","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-07",NA,"",NA,"",0.12,",,a,01,",NA,"",NA,"",0.23,",,,a",NA,"",NA,"",NA,""
"169","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-08",NA,"",NA,"",0.09,",,a,03,+",NA,"",NA,"",0.23,",,,a",NA,"",NA,"",NA,""
"170","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-09",NA,"",NA,"",0.07,",,a,30,",NA,"",NA,"",0.07,",,,a",NA,"",NA,"",NA,""
"171","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-10",NA,"",NA,"",0.05,",,a,14,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"172","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-11",NA,"",NA,"",0.28,",,a,18,",NA,"",NA,"",0.5,",,,a",NA,"",NA,"",NA,""
"173","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1936-12",NA,"",NA,"",0.16,",,a,18,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"174","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-01",NA,"",NA,"",1.12,",,a,06,",NA,"",NA,"",1.37,",,,a",NA,"",NA,"",NA,""
"175","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-02",NA,"",NA,"",0.31,",,a,06,",NA,"",NA,"",0.59,",,,a",NA,"",NA,"",NA,""
"176","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-03",NA,"",NA,"",0.72,",,a,03,",NA,"",NA,"",1.03,",,,a",NA,"",NA,"",NA,""
"177","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-04",NA,"",NA,"",1.92,",,a,20,",NA,"",NA,"",2.13,",,,a",NA,"",NA,"",NA,""
"178","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-05",NA,"",NA,"",0.31,",,a,18,",NA,"",NA,"",0.53,",,,a",NA,"",NA,"",NA,""
"179","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-06",NA,"",NA,"",0.24,",,a,27,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"180","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-07",NA,"",NA,"",0.04,",,a,31,",NA,"",NA,"",0.07,",,,a",NA,"",NA,"",NA,""
"181","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-08",NA,"",NA,"",0.04,",,a,08,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"182","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-09",NA,"",NA,"",0.02,",,a,17,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"183","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-10",NA,"",NA,"",0.03,",,a,05,",NA,"",NA,"",0.06,",,,a",NA,"",NA,"",NA,""
"184","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-11",NA,"",NA,"",0.26,",,a,19,",NA,"",NA,"",0.68,",,,a",NA,"",NA,"",NA,""
"185","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1937-12",NA,"",NA,"",0.14,",,a,22,",NA,"",NA,"",0.14,",,,a",NA,"",NA,"",NA,""
"186","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-01",NA,"",NA,"",0.89,",,a,16,",NA,"",NA,"",2.03,",,,a",NA,"",NA,"",NA,""
"187","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-02",NA,"",NA,"",0.05,",,a,17,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"188","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-03",NA,"",NA,"",0.14,",,a,24,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"189","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-04",NA,"",NA,"",0.04,",,a,21,+",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
"190","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-05",NA,"",NA,"",0.15,",,a,21,",NA,"",NA,"",0.33,",,,a",NA,"",NA,"",NA,""
"191","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-06",NA,"",NA,"",0.88,",,a,18,",NA,"",NA,"",1.75,",,,a",NA,"",NA,"",NA,""
"192","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-07",NA,"",NA,"",0.92,",,a,16,",NA,"",NA,"",1.34,",,,a",NA,"",NA,"",NA,""
"193","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-08",NA,"",NA,"",0.17,",,a,21,",NA,"",NA,"",0.24,",,,a",NA,"",NA,"",NA,""
"194","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-09",NA,"",NA,"",0.03,",,a,03,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"195","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"196","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-11",NA,"",NA,"",0.11,",,a,03,",NA,"",NA,"",0.11,",,,a",NA,"",NA,"",NA,""
"197","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1938-12",NA,"",NA,"",0.11,",,a,25,",NA,"",NA,"",0.3,",,,a",NA,"",NA,"",NA,""
"198","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-01",NA,"",NA,"",4.3,",,a,13,",NA,"",NA,"",6.12,",,,a",NA,"",NA,"",NA,""
"199","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-02",NA,"",NA,"",0.12,",,a,13,",NA,"",NA,"",0.14,",,,a",NA,"",NA,"",NA,""
"200","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-03",NA,"",NA,"",0.7,",,a,15,",NA,"",NA,"",1.13,",,,a",NA,"",NA,"",NA,""
"201","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-04",NA,"",NA,"",0.28,",,a,02,",NA,"",NA,"",0.83,",,,a",NA,"",NA,"",NA,""
"202","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-05",NA,"",NA,"",0.39,",,a,09,",NA,"",NA,"",0.56,",,,a",NA,"",NA,"",NA,""
"203","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-06",NA,"",NA,"",0.13,",,a,25,",NA,"",NA,"",0.31,",,,a",NA,"",NA,"",NA,""
"204","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-07",NA,"",NA,"",0.16,",,a,29,",NA,"",NA,"",0.45,",,,a",NA,"",NA,"",NA,""
"205","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-08",NA,"",NA,"",0.2,",,a,04,",NA,"",NA,"",0.26,",,,a",NA,"",NA,"",NA,""
"206","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-09",NA,"",NA,"",0.05,",,a,18,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"207","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-10",NA,"",NA,"",0.08,",,a,30,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"208","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-11",NA,"",NA,"",0.56,",,a,11,",NA,"",NA,"",0.59,",,,a",NA,"",NA,"",NA,""
"209","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1939-12",NA,"",NA,"",0.01,",,a,15,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"210","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-01",NA,"",NA,"",0.9,",,a,19,",NA,"",NA,"",1.07,",,,a",NA,"",NA,"",NA,""
"211","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-02",NA,"",NA,"",0,",,a,29,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"212","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-03",NA,"",NA,"",0.01,",,a,10,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"213","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-04",NA,"",NA,"",0.03,",,a,08,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"214","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-05",NA,"",NA,"",0.37,",,a,28,",NA,"",NA,"",0.39,",,,a",NA,"",NA,"",NA,""
"215","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-06",NA,"",NA,"",0.03,",,a,14,",NA,"",NA,"",0.05,",,,a",NA,"",NA,"",NA,""
"216","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-07",NA,"",NA,"",0.4,",,a,27,",NA,"",NA,"",0.87,",,,a",NA,"",NA,"",NA,""
"217","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-08",NA,"",NA,"",0.01,",,a,11,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"218","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-09",NA,"",NA,"",0.15,",,a,18,",NA,"",NA,"",0.22,",,,a",NA,"",NA,"",NA,""
"219","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-10",NA,"",NA,"",0.22,",,a,04,",NA,"",NA,"",0.29,",,,a",NA,"",NA,"",NA,""
"220","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-11",NA,"",NA,"",0.04,",,a,29,",NA,"",NA,"",0.1,",,,a",NA,"",NA,"",NA,""
"221","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1940-12",NA,"",NA,"",0.08,",,a,24,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"222","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-01",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"223","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-02",NA,"",NA,"",0.05,",,a,28,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"224","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-03",NA,"",NA,"",0.27,",,a,02,",NA,"",NA,"",0.32,",,,a",NA,"",NA,"",NA,""
"225","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-04",NA,"",NA,"",1.38,",,a,20,",NA,"",NA,"",2.05,",,,a",NA,"",NA,"",NA,""
"226","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-05",NA,"",NA,"",0.82,",,a,30,",NA,"",NA,"",0.9,",,,a",NA,"",NA,"",NA,""
"227","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-06",NA,"",NA,"",0.76,",,a,11,",NA,"",NA,"",0.98,",,,a",NA,"",NA,"",NA,""
"228","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-07",NA,"",NA,"",0.17,",,a,11,",NA,"",NA,"",0.44,",,,a",NA,"",NA,"",NA,""
"229","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-08",NA,"",NA,"",0.55,",,a,27,",NA,"",NA,"",1.08,",,,a",NA,"",NA,"",NA,""
"230","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-09",NA,"",NA,"",0.07,",,a,17,",NA,"",NA,"",0.07,",,,a",NA,"",NA,"",NA,""
"231","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-10",NA,"",NA,"",0.33,",,a,02,",NA,"",NA,"",0.34,",,,a",NA,"",NA,"",NA,""
"232","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-11",NA,"",NA,"",0.54,",,a,26,",NA,"",NA,"",0.57,",,,a",NA,"",NA,"",NA,""
"233","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1941-12",NA,"",NA,"",0.89,",,a,15,",NA,"",NA,"",2.43,",,,a",NA,"",NA,"",NA,""
"234","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-01",NA,"",NA,"",1.94,",,a,29,",NA,"",NA,"",4.41,",,,a",NA,"",NA,"",NA,""
"235","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-02",NA,"",NA,"",1.06,",,a,03,",NA,"",NA,"",2.01,",,,a",NA,"",NA,"",NA,""
"236","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-03",NA,"",NA,"",1.75,",,a,17,",NA,"",NA,"",4.54,",,,a",NA,"",NA,"",NA,""
"237","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-04",NA,"",NA,"",0.28,",,a,12,",NA,"",NA,"",0.48,",,,a",NA,"",NA,"",NA,""
"238","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-05",NA,"",NA,"",1.23,",,a,17,",NA,"",NA,"",3.06,",,,a",NA,"",NA,"",NA,""
"239","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-06",NA,"",NA,"",1.4,",,a,30,",NA,"",NA,"",3.17,",,,a",NA,"",NA,"",NA,""
"240","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-07",NA,"",NA,"",0.18,",,a,31,",NA,"",NA,"",0.46,",,,a",NA,"",NA,"",NA,""
"241","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-08",NA,"",NA,"",0.4,",,a,11,",NA,"",NA,"",0.47,",,,a",NA,"",NA,"",NA,""
"242","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-09",NA,"",NA,"",0.01,",,a,15,",NA,"",NA,"",0.01,",,,a",NA,"",NA,"",NA,""
"243","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"244","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-11",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"245","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1942-12",NA,"",NA,"",0.83,",,a,21,",NA,"",NA,"",1.32,",,,a",NA,"",NA,"",NA,""
"246","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-01",NA,"",NA,"",0.03,",,a,24,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"247","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-02",NA,"",NA,"",1.15,",,a,10,",NA,"",NA,"",1.35,",,,a",NA,"",NA,"",NA,""
"248","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-03",NA,"",NA,"",2.03,",,a,08,",NA,"",NA,"",2.89,",,,a",NA,"",NA,"",NA,""
"249","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-04",NA,"",NA,"",0.33,",,a,21,",NA,"",NA,"",0.7,",,,a",NA,"",NA,"",NA,""
"250","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-05",NA,"",NA,"",0.06,",,a,07,",NA,"",NA,"",0.13,",,,a",NA,"",NA,"",NA,""
"251","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-06",NA,"",NA,"",0.15,",,a,22,",NA,"",NA,"",0.41,",,,a",NA,"",NA,"",NA,""
"252","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-07",NA,"",NA,"",0.13,",,a,30,",NA,"",NA,"",0.21,",,,a",NA,"",NA,"",NA,""
"253","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-08",NA,"",NA,"",0.07,",,a,23,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"254","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-09",NA,"",NA,"",0.07,",,a,21,",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
"255","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-10",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"256","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-11",NA,"",NA,"",0.13,",,a,14,",NA,"",NA,"",0.15,",,,a",NA,"",NA,"",NA,""
"257","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1943-12",NA,"",NA,"",0.02,",,a,08,",NA,"",NA,"",0.03,",,,a",NA,"",NA,"",NA,""
"258","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-01",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"259","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-02",NA,"",NA,"",0,",,a,29,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"260","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-03",NA,"",NA,"",0.11,",,a,19,",NA,"",NA,"",0.11,",,,a",NA,"",NA,"",NA,""
"261","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-04",NA,"",NA,"",0.75,",,a,06,",NA,"",NA,"",1.97,",,,a",NA,"",NA,"",NA,""
"262","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-05",NA,"",NA,"",0.12,",,a,18,",NA,"",NA,"",0.24,",,,a",NA,"",NA,"",NA,""
"263","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-06",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"264","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-07",NA,"",NA,"",0.3,",,a,02,",NA,"",NA,"",0.68,",,,a",NA,"",NA,"",NA,""
"265","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-08",NA,"",NA,"",0.35,",,a,11,",NA,"",NA,"",1,",,,a",NA,"",NA,"",NA,""
"266","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-09",NA,"",NA,"",0,",,a,30,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"267","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-10",NA,"",NA,"",0.48,",,a,29,",NA,"",NA,"",0.48,",,,a",NA,"",NA,"",NA,""
"268","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-11",NA,"",NA,"",0.05,",,a,27,",NA,"",NA,"",0.09,",,,a",NA,"",NA,"",NA,""
"269","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1944-12",NA,"",NA,"",0,",,a,31,+",NA,"",NA,"",0,",,,a",NA,"",NA,"",NA,""
"270","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-01",NA,"",NA,"",0.11,",,a,02,",NA,"",NA,"",0.34,",,,a",NA,"",NA,"",NA,""
"271","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-02",NA,"",NA,"",0.46,",,a,04,",NA,"",NA,"",0.58,",,,a",NA,"",NA,"",NA,""
"272","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-03",NA,"",NA,"",0.37,",,a,29,",NA,"",NA,"",0.64,",,,a",NA,"",NA,"",NA,""
"273","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-04",NA,"",NA,"",0.02,",,a,24,",NA,"",NA,"",0.02,",,,a",NA,"",NA,"",NA,""
"274","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-05",NA,"",NA,"",0.35,",,a,22,",NA,"",NA,"",0.45,",,,a",NA,"",NA,"",NA,""
"275","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-06",NA,"",NA,"",0.91,",,a,19,",NA,"",NA,"",1.79,",,,a",NA,"",NA,"",NA,""
"276","ASN00012008","BOOYLGOO SPRING, AS",-27.7556,119.9078,610,"1945-07",NA,"",NA,"",0.06,",,a,13,",NA,"",NA,"",0.08,",,,a",NA,"",NA,"",NA,""
